City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
162,Arraial Do Cabo,BR,-22.9661,-42.0278,87.76,70,75,10.36,broken clouds
163,Namwala,ZM,-15.7504,26.4384,77.07,62,100,5.41,light rain
164,Kruisfontein,ZA,-34.0033,24.7314,74.88,54,5,13.06,clear sky
165,Bubaque,GW,11.2833,-15.8333,77.68,54,1,2.91,clear sky
166,Saint George,US,37.1041,-113.5841,43.14,53,100,5.3,overcast clouds
167,Uyuni,BO,-20.4597,-66.825,58.41,11,0,19.15,clear sky
168,Kabare,CD,-2.4683,28.8242,68.31,84,88,1.23,moderate rain
169,Shubarkuduk,KZ,49.1447,56.4872,6.71,95,12,6.6,few clouds
170,Filadelfia,US,39.9523,-75.1638,55.99,91,100,13.8,overcast clouds
171,Kupang,ID,-10.1667,123.5833,77.58,100,20,3.44,few clouds
172,Northam,GB,51.0333,-4.2167,49.6,77,88,18.79,overcast clouds
173,Cherskiy,RU,68.75,161.3,-30.44,99,100,5.19,overcast clouds
174,Yerbogachen,RU,61.2767,108.0108,-27.78,98,100,4.61,overcast clouds
175,Krasnoselkup,RU,65.7,82.4667,-29.33,97,60,9.6,broken clouds
176,Itupiranga,BR,-5.1347,-49.3267,82.72,78,49,3.53,scattered clouds
177,Saldanha,ZA,-33.0117,17.9442,78.85,73,41,14.76,scattered clouds
178,Lisburn,GB,54.5234,-6.0353,47.01,78,40,19.57,scattered clouds
179,Saint Thomas,BB,13.1833,-59.5833,79.92,69,40,17.27,scattered clouds
180,Fairbanks,US,64.8378,-147.7164,-8.91,83,100,1.59,overcast clouds
181,Avera,US,33.194,-82.5271,49.55,75,19,12.33,few clouds
182,Strzegom,PL,50.9626,16.3501,52.68,81,100,11.81,overcast clouds
183,Vardo,NO,70.3705,31.1107,30.18,86,0,13.8,clear sky
184,Ilulissat,GL,69.2167,-51.1,-13.22,69,30,7.02,scattered clouds
185,Kollo,NE,13.3043,2.339,84.63,11,75,12.3,broken clouds
186,Yar-Sale,RU,66.8333,70.8333,-7.4,98,100,14.63,light snow
187,Tahe,CN,52.3333,124.7333,-28.08,97,10,3.78,clear sky
188,Upernavik,GL,72.7868,-56.1549,-0.62,69,100,6.55,overcast clouds
189,Vostok,RU,46.4856,135.8833,-5.48,100,98,3.96,overcast clouds
190,Coquimbo,CL,-29.9533,-71.3436,64.13,72,75,2.3,broken clouds
191,Broome,US,42.2506,-75.833,37.0,89,100,10.0,snow
192,Lookan,PH,5.037,120.1027,80.64,81,100,15.48,overcast clouds
193,Mocuba,MZ,-16.8392,36.9856,80.04,85,87,3.53,moderate rain
194,Paka,MY,4.6374,103.4368,78.73,94,47,0.0,scattered clouds
195,Nove Mesto Na Morave,CZ,49.5614,16.0742,48.38,81,100,5.01,overcast clouds
196,Mogadishu,SO,2.0371,45.3438,84.07,70,0,16.11,clear sky
197,Lakatoro,VU,-16.0999,167.4164,79.54,83,71,7.54,broken clouds
198,Russell,US,32.3502,-85.1999,45.55,71,100,14.97,overcast clouds
199,Andi,RU,42.7836,46.2617,24.06,55,0,5.35,clear sky
200,Limbang,MY,4.75,115.0,80.71,94,100,0.81,overcast clouds
201,Puerto Madryn,AR,-42.7692,-65.0385,74.3,36,3,6.4,clear sky
202,Georgetown,MY,5.4112,100.3354,84.15,80,20,5.75,few clouds
203,Santa Cruz,BO,-17.8,-63.1667,78.85,83,75,17.27,broken clouds
204,Coruripe,BR,-10.1256,-36.1756,85.78,61,63,12.88,broken clouds
205,Brekstad,NO,63.687,9.6654,36.01,86,0,4.61,clear sky
206,Urumqi,CN,43.801,87.6005,-6.65,84,0,2.24,clear sky
207,Shimoda,JP,34.6667,138.95,54.1,88,99,17.92,light rain
208,Lianran,CN,24.9227,102.485,55.94,37,0,10.31,clear sky
209,Honiara,SB,-9.4333,159.95,77.32,90,100,5.93,overcast clouds
210,Barreirinhas,BR,-2.7469,-42.8264,85.14,58,100,13.35,overcast clouds
211,Puerto Penasco,MX,31.3167,-113.5333,60.4,45,68,6.02,broken clouds
212,Andenes,NO,69.3143,16.1194,35.58,87,75,11.5,broken clouds
213,Thompson,CA,55.7435,-97.8558,15.96,92,100,9.22,light snow
214,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,83.97,67,30,10.27,scattered clouds
215,Nikolskoye,RU,59.7035,30.7861,35.49,98,100,9.1,overcast clouds
216,Tuy Hoa,VN,13.0833,109.3,73.96,94,71,4.65,broken clouds
217,Alta Floresta,BR,-9.8756,-56.0861,71.02,99,100,2.15,light rain
218,Carnot,CF,4.9409,15.8665,98.89,9,45,4.94,scattered clouds
219,Coihaique,CL,-45.5752,-72.0662,59.61,58,75,5.75,broken clouds
220,Grindavik,IS,63.8424,-22.4338,27.07,74,75,16.11,broken clouds
221,Vila Velha,BR,-20.3297,-40.2925,87.75,69,40,13.0,scattered clouds
222,Miramar,US,25.9873,-80.2323,74.01,78,0,1.99,clear sky
223,Karacabey,TR,40.2152,28.4038,48.42,93,100,5.53,overcast clouds
224,Jalu,LY,29.0331,21.5482,66.69,49,85,17.98,overcast clouds
225,Opuwo,NA,-18.0607,13.84,91.09,24,86,10.69,overcast clouds
226,Mtwara,TZ,-10.2667,40.1833,87.13,70,40,13.8,scattered clouds
227,Grand Baie,MU,-20.0182,57.5802,82.87,68,35,5.01,scattered clouds
228,Mbanza-Ngungu,CD,-5.25,14.8667,76.05,75,96,1.45,light rain
229,Aswan,EG,24.0934,32.907,68.34,26,41,9.53,scattered clouds
230,Prieska,ZA,-29.6641,22.7474,103.64,9,77,12.71,broken clouds
231,Sola,VU,-13.8833,167.55,80.13,78,99,11.12,moderate rain
232,Abu Samrah,SY,35.3029,37.1841,49.89,58,100,8.16,overcast clouds
233,Diu,IN,20.7141,70.9822,67.64,62,0,13.35,clear sky
234,Leningradskiy,RU,69.3833,178.4167,-10.98,99,97,3.91,overcast clouds
235,Hami,CN,42.8,93.45,9.97,65,0,4.99,clear sky
236,Carndonagh,IE,55.25,-7.2667,48.25,73,49,18.66,scattered clouds
237,Ahipara,NZ,-35.1667,173.1667,60.66,93,22,5.61,few clouds
238,Port Hardy,CA,50.6996,-127.4199,45.93,94,100,10.49,light rain
239,Aquiraz,BR,-3.9014,-38.3911,92.44,54,48,12.71,scattered clouds
240,Laguna,US,38.421,-121.4238,60.76,62,0,10.36,clear sky
241,Langsa,ID,4.4683,97.9683,74.5,92,100,3.24,overcast clouds
242,Rio Gallegos,AR,-51.6226,-69.2181,68.11,40,96,23.38,overcast clouds
243,Victor Harbor,AU,-35.5667,138.6167,76.68,80,6,3.24,clear sky
244,Solnechnyy,RU,50.7214,136.6319,-6.48,95,95,4.54,overcast clouds
245,Westport,US,41.1415,-73.3579,53.31,88,100,4.0,overcast clouds
246,Butaritari,KI,3.0707,172.7902,80.56,81,17,14.5,light rain
247,Pangnirtung,CA,66.1451,-65.7125,-7.53,97,100,1.81,overcast clouds
248,Naze,JP,28.3667,129.4833,67.75,79,99,18.28,overcast clouds
249,Avarua,CK,-21.2078,-159.775,75.25,78,100,3.44,overcast clouds
250,Turukhansk,RU,65.8167,87.9833,-35.73,88,47,8.01,scattered clouds
251,Kalmunai,LK,7.4167,81.8167,75.96,76,89,7.7,overcast clouds
252,Alofi,NU,-19.0595,-169.9187,79.75,74,73,11.23,broken clouds
253,Prince Rupert,CA,54.3161,-130.3201,39.58,85,100,6.51,overcast clouds
254,Roma,US,43.2128,-75.4557,37.96,95,100,5.99,snow
255,Shingu,JP,33.7333,135.9833,58.71,89,100,9.73,light rain
256,Birjand,IR,32.8663,59.2211,28.18,41,0,2.75,clear sky
257,Saint-Augustin,CA,51.226,-58.6502,13.26,89,92,2.84,overcast clouds
258,Nanchong,CN,30.7951,106.0847,46.72,58,100,16.89,overcast clouds
259,Kulhudhuffushi,MV,6.6221,73.07,79.41,65,25,10.96,scattered clouds
260,Hasaki,JP,35.7333,140.8333,47.21,75,100,20.89,overcast clouds
261,Kavieng,PG,-2.5744,150.7967,81.75,74,89,6.93,overcast clouds
262,Esperance,AU,-33.8667,121.9,66.16,87,2,13.91,clear sky
263,Mount Isa,AU,-20.7333,139.5,80.37,69,75,9.22,broken clouds
