City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
264,Riviere-Au-Renard,CA,48.9957,-64.3971,25.84,94,100,10.8,light snow
265,Buchanan,LR,5.8808,-10.0467,86.43,58,100,10.0,overcast clouds
266,Yunyang,CN,33.4474,112.7142,46.69,71,100,2.53,overcast clouds
267,Touros,BR,-5.1989,-35.4608,86.09,60,18,12.44,few clouds
268,Nambucca Heads,AU,-30.65,153.0,73.4,82,85,5.64,overcast clouds
269,Manokwari,ID,-0.8667,134.0833,79.86,77,97,2.51,overcast clouds
270,Egvekinot,RU,66.3167,-179.1667,-13.09,88,24,12.44,few clouds
271,Salalah,OM,17.0151,54.0924,75.13,73,11,9.22,few clouds
272,Anori,BR,-3.7728,-61.6442,80.51,84,100,2.59,overcast clouds
273,Pochutla,MX,15.7432,-96.4661,71.82,57,3,2.73,clear sky
274,Ostrovnoy,RU,68.0531,39.5131,31.26,88,100,21.56,overcast clouds
275,Berdigestyakh,RU,62.0989,126.6992,-49.22,100,100,1.16,overcast clouds
276,Cordoba,AR,-31.4135,-64.1811,75.99,43,32,8.1,scattered clouds
277,Khingansk,RU,49.1167,131.1833,-16.69,90,100,11.88,overcast clouds
278,Juneau,US,58.3019,-134.4197,34.21,100,100,4.72,light snow
279,San Quintin,MX,30.4833,-115.95,58.5,59,50,5.1,scattered clouds
280,Haines Junction,CA,60.7522,-137.5108,11.12,99,100,0.2,overcast clouds
281,Mantua,IT,45.1667,10.7833,51.35,81,100,1.01,overcast clouds
282,Torbay,CA,47.6666,-52.7314,22.75,88,99,1.99,overcast clouds
283,Katsuura,JP,35.1333,140.3,60.62,76,100,23.33,moderate rain
284,Zabid,YE,14.1951,43.3152,80.64,57,100,12.28,overcast clouds
285,Tabat,ID,-2.635,115.2274,75.79,90,25,1.1,scattered clouds
286,Takoradi,GH,4.8845,-1.7554,85.73,60,11,10.74,few clouds
287,George,ZA,-33.963,22.4617,70.34,70,17,10.04,few clouds
288,Santa Fe,AR,-31.6333,-60.7,86.02,47,83,8.99,light rain
289,Harper,LR,4.375,-7.7169,86.09,59,100,8.08,overcast clouds
290,Benghazi,LY,32.1167,20.0667,63.12,60,1,14.85,clear sky
291,Geraldton,AU,-28.7667,114.6,70.21,78,40,23.02,scattered clouds
292,Holme,DK,56.1138,10.1725,44.19,92,100,19.39,overcast clouds
293,Rafai,CF,4.95,23.9167,95.56,15,29,3.87,scattered clouds
294,Wanlaweyn,SO,2.6185,44.8938,92.17,25,31,13.69,scattered clouds
295,Coahuayana,MX,18.7333,-103.6833,69.8,53,5,3.91,clear sky
296,Souillac,MU,-20.5167,57.5167,82.78,65,75,9.22,broken clouds
297,Gboko,NG,7.3179,8.9951,95.9,12,0,8.16,clear sky
298,Sacramento,US,38.4666,-121.3177,61.18,69,75,8.05,broken clouds
299,Saint-Ambroise,CA,48.5501,-71.3324,19.58,93,100,1.83,light snow
300,Estepa,ES,37.2926,-4.879,56.66,50,38,7.14,scattered clouds
301,Margate,GB,51.3813,1.3862,51.91,65,86,8.01,overcast clouds
302,Rio Grande,BR,-32.035,-52.0986,73.51,71,99,10.83,light rain
303,Chuy,UY,-33.6971,-53.4616,72.88,67,100,5.82,overcast clouds
304,Den Helder,NL,52.9599,4.7593,49.01,78,75,29.93,broken clouds
305,Arman,RU,59.7,150.1667,-13.56,84,100,7.54,overcast clouds
306,Tvoroyri,FO,61.5556,-6.8111,37.11,73,100,21.18,overcast clouds
307,Gaogou,CN,34.0175,119.1886,46.53,88,100,14.56,overcast clouds
308,Tuatapere,NZ,-46.1333,167.6833,49.66,93,26,2.44,scattered clouds
309,Mayumba,GA,-3.432,10.6554,80.87,71,90,6.69,overcast clouds
310,Bull Savanna,JM,17.8868,-77.5902,75.36,71,13,2.37,few clouds
311,Pratapgarh,IN,24.0333,74.7833,60.98,34,5,5.99,clear sky
312,Zorritos,PE,-3.6805,-80.6782,78.22,69,100,4.34,overcast clouds
313,Codrington,AU,-38.2667,141.9667,61.77,79,2,7.78,clear sky
314,Saint-Denis,FR,48.9167,2.3333,52.5,67,100,16.11,overcast clouds
315,Ancud,CL,-41.8697,-73.8203,55.35,74,51,1.45,broken clouds
316,Bodden Town,KY,19.2833,-81.25,80.01,77,14,5.01,few clouds
317,Atar,MR,20.5169,-13.0499,82.09,12,0,14.52,clear sky
318,Armash,AM,39.7653,44.809,28.8,55,100,0.63,overcast clouds
319,Bilibino,RU,68.0546,166.4372,-30.68,98,89,2.59,overcast clouds
320,Matara,LK,5.9485,80.5353,75.47,82,31,3.98,scattered clouds
321,Kavaratti,IN,10.5669,72.642,80.96,65,99,12.95,overcast clouds
322,Kenai,US,60.5544,-151.2583,27.09,87,100,8.16,overcast clouds
323,Ust-Nera,RU,64.5667,143.2,-29.02,99,100,1.57,overcast clouds
324,Parthenay,FR,46.6667,-0.4167,54.95,75,58,14.9,broken clouds
325,Ejura,GH,7.3856,-1.3562,95.81,12,99,5.39,overcast clouds
326,Banda Aceh,ID,5.5577,95.3222,79.12,80,94,3.56,heavy intensity rain
327,Verkh-Chebula,RU,56.0308,87.6218,7.92,86,100,17.05,overcast clouds
328,Eyl,SO,7.9803,49.8164,79.3,55,87,22.84,overcast clouds
329,Nargana,PA,9.4428,-78.5906,79.41,81,83,12.66,moderate rain
330,Mungeli,IN,22.0667,81.6833,67.24,37,0,1.86,clear sky
331,Virginia Beach,US,36.8529,-75.978,57.06,90,100,4.0,overcast clouds
332,Axim,GH,4.8699,-2.2405,87.33,57,9,10.18,clear sky
333,Steenwijk,NL,52.7875,6.1208,48.99,68,100,13.0,overcast clouds
334,Iberia,US,29.9502,-91.7507,44.56,61,40,16.11,scattered clouds
335,Port Antonio,JM,18.18,-76.4612,77.95,75,0,0.76,light rain
336,Cootamundra,AU,-34.65,148.0333,74.95,58,15,7.45,few clouds
337,Tiznit,MA,29.5833,-9.5,71.13,26,0,5.14,clear sky
